movie_title,content_rating,runtime,production_company,audience_rating
Frank Miller's Sin City: A Dame to Kill For,R,101,Dimension Films,44
Frankenweenie,PG,87,Disney,70
Freaky Friday,G,95,Disney,57
Freaky Friday,PG,96,Buena Vista,57
Freaky Friday,G,95,Disney,57
Freaky Friday,PG,96,Buena Vista,57
Fred Claus,PG,116,Warner Bros.,45
Freddy Got Fingered,R,87,20thCenturyFox,56
Freddy vs. Jason,R,97,New Line Cinema,50
Freddy's Dead: The Final Nightmare,R,90,Sony,33
Free Birds,PG,91,Relativity Media,44
Free Willy,PG,111,Warner Bros.,50
Free Willy 2: The Adventure Home,PG,96,Warner Bros.,42
Free Willy 3: The Rescue,PG,86,Warner Bros.,44
Freedom Writers,PG-13,123,Paramount,87
Freedomland,R,113,Sony,25
Frequency,PG-13,117,New Line Cinema,81
Frida,R,123,Miramax Films,85
Friday,R,91,New Line Cinema,91
Friday After Next,R,82,New Line Cinema,75
Friday Night Lights,PG-13,117,Universal Pictures,85
Friday the 13th,R,95,Paramount,61
Friday the 13th,R,97,Warner Bros.,46
Friday the 13th,R,95,Paramount,61
Friday the 13th,R,97,Warner Bros.,46
Friday the 13th - The Final Chapter,R,91,Paramount,51
Friday the 13th Part 2,R,87,Paramount,48
Friday the 13th Part 3,R,92,Paramount,42
Friday the 13th Part VII - The New Blood,R,90,Paramount,37
Friday the 13th Part VIII - Jason Takes Manhattan,R,100,Paramount,27
"Friday the 13th, Part V - A New Beginning",R,91,Paramount,26
"Friday the 13th, Part VI - Jason Lives",R,85,Paramount,52
Fried Green Tomatoes,PG-13,130,Universal Pictures,91
Friends With Benefits,R,109,Sony,65
Friends With Kids,R,100,Roadside Attractions,49
Friends With Money,R,88,Sony,40
Fright Night,R,106,Sony,76
Fright Night,R,106,Disney,59
Fright Night,R,106,Sony,76
Fright Night,R,106,Disney,59
From Dusk Till Dawn,R,107,Dimension Films,76
From Dusk Till Dawn 2: Texas Blood Money,R,88,Dimension Films,20
From Hell,R,121,20thCenturyFox,66
From Justin To Kelly,PG,81,20thCenturyFox,39
From Paris with Love,R,92,Lionsgate Films,54
From Russia With Love,PG,118,United Artists Pictures,84
Frost/Nixon,R,122,Universal Pictures,88
Frosty the Snowman,G,22,Artisan,72
Frozen,PG,102,Disney,85
Frozen II,PG,103,Disney,92
Frozen River,R,96,Sony,74
Fruitvale Station,R,85,The Weinstein Company,87
Fugitive Pieces,R,108,IDP ,64
Full Metal Jacket,R,116,Warner Bros.,94
Fun Size,PG-13,86,Paramount,47
Fun With Dick and Jane,PG-13,90,Columbia Pictures,49
Funny Face,G,103,Paramount,81
Funny Farm,PG,103,Warner Bros.,50
Funny Games,R,112,Warner Bros.,54
Funny People,R,146,Universal Pictures,48
Furious 7,PG-13,137,Universal Pictures,82
Furry Vengeance,PG,91,Summit Entertainment,32
Fury,R,134,Sony,84
Futurama: Bender's Big Score,PG,88,20thCenturyFox,80
G-Force,PG,88,Disney,39
G.I. Jane,R,124,Hollywood Pictures,53
G.I. Joe: Retaliation,PG-13,110,Paramount,48
G.I. Joe: The Rise of Cobra,PG-13,118,Paramount,50
Galaxy Quest,PG,104,Dreamworks,79
Game of Death,R,102,20thCenturyFox,64
Gamer,R,95,Lionsgate Films,39
Gandhi,PG,188,Columbia Pictures,92
Gangs of New York,R,168,Miramax Films,81
Gangster Squad,R,110,Warner Bros.,57
Garden State,R,109,20thCenturyFox,88
Garfield - The Movie,PG,80,20thCenturyFox,37
Garfield: A Tail of Two Kitties,PG,78,20thCenturyFox,43
Gattaca,PG-13,112,Columbia Pictures,87
Gedo senki (Tales from Earthsea),PG-13,115,Disney,46
Gentlemen Prefer Blondes,G,91,20thCenturyFox,83
George of the Jungle,PG,91,Disney,41
Georgia Rule,R,113,Universal Pictures,52
Get Carter,R,104,Warner Bros.,28
Get Hard,R,99,Warner Bros.,45
Get Him to the Greek,R,108,Universal Pictures,62
Get On Up,PG-13,138,Universal Pictures,68
Get Out,R,104,Universal Pictures,86
Get Rich or Die Tryin',R,117,Paramount,70
Get Shorty,R,105,MGM,70
Get Smart,PG-13,111,Warner Bros.,67
Gettysburg,PG,254,Turner Entertainment,89
Ghost,PG-13,127,Paramount,80
Ghost Dad,PG,84,MCA Universal Home Video,32
Ghost Dog - The Way of the Samurai,R,116,Artisan,86
Ghost Rider,PG-13,110,Sony,48
Ghost Rider: Spirit of Vengeance,PG-13,96,Sony,31
Ghost Ship,R,91,Warner Bros.,37
Ghost Town,PG-13,103,Dreamworks,60
Ghost World,R,111,United Artists Pictures,84
Ghost in the Shell,R,85,Palm Pictures,89
Ghost in the Shell,PG-13,107,Paramount,51
Ghost in the Shell,R,85,Palm Pictures,89
Ghost in the Shell,PG-13,107,Paramount,51
Ghostbusters,PG-13,117,Sony,50
Ghostbusters (1984 Original),PG,107,Columbia Pictures,88
Ghostbusters 2,PG,108,Sony,61
Ghosts of Girlfriends Past,PG-13,100,Warner Bros.,40
Gia,R,120,HBO Video,82
Gigantic,R,99,First Independent Pictures,34
Gigli,R,124,Columbia Pictures,13
Girl In Progress,PG-13,92,Lionsgate Films,53
"Girl, Interrupted",R,127,Sony,84
Girls Just Want to Have Fun,PG,87,New World Video,77
Gladiator,R,154,Dreamworks,87
Glengarry Glen Ross,R,100,Artisan,88
Glitter,PG-13,104,20thCenturyFox,48
Glory,R,122,TriStar Pictures,93
Glory Road,PG,117,Buena Vista,81
Gnomeo and Juliet,G,84,Touchstone Pictures,54
Go,R,103,Columbia Pictures,78
Goal! The Dream Begins (Goal!: The Impossible Dream),PG,121,Buena Vista,77
God Bless America,R,107,Magnolia Pictures,68
Gods Of Egypt,PG-13,121,Lionsgate Films,37
Godsend,PG-13,102,Lionsgate Films,20
Godzilla,PG-13,138,Sony,28
Godzilla,PG-13,123,Warner Bros.,66
Godzilla,PG-13,138,Sony,28
Godzilla,PG-13,123,Warner Bros.,66
Godzilla: King of the Monsters,PG-13,132,Warner Bros.,83
Going the Distance,R,98,New Line Cinema,52
GoldenEye,PG-13,130,MGM,83
Goldfinger,PG,112,United Artists Pictures,89
Gomorrah (Gomorra),NR,137,IFC Films,70
Gone,PG-13,95,Summit Entertainment,42
Gone Baby Gone,R,115,Miramax Films,86
Gone Girl,R,149,20thCenturyFox,87
Gone in 60 Seconds (Gone in Sixty Seconds),PG-13,117,Buena Vista,77
Gonzo: The Life and Work of Hunter S. Thompson,R,118,Magnolia Pictures,82
Good,R,96,ThinkFilm,32
Good Burger,PG,95,Paramount,63
"Good Bye, Lenin!",R,121,Sony,93
Good Hair,PG-13,95,Roadside Attractions,69
Good Luck Chuck,R,99,Lionsgate Films,57
"Good Morning, Vietnam",R,120,Buena Vista,82
"Good Night, And Good Luck",PG,93,Warner Bros.,83
Good Will Hunting,R,126,Miramax Films,94
GoodFellas,R,146,Warner Bros.,97
Goosebumps,PG,103,Sony,62
Gorillas in the Mist: The Story of Dian Fossey,PG-13,129,Universal Pictures,74
Gosford Park,R,137,USA Films,78
Gothika,R,96,Warner Bros.,45
Goya's Ghosts,R,117,Samuel Goldwyn Films,57
Grace Is Gone,PG-13,92,The Weinstein Company,60
Gracie,PG-13,97,Picturehouse,58
Gran Torino,R,117,Warner Bros.,90
Grandma's Boy,R,94,20thCenturyFox,85
Gravity,PG-13,91,Warner Bros.,80
Grease,PG,110,Paramount,87
Grease 2,PG,115,Paramount,53
Great Expectations,R,111,20thCenturyFox,78
Green Card,PG-13,108,Touchstone Pictures,50
Green Lantern,PG-13,114,Warner Bros.,45
Green Street Hooligans,R,106,Freestyle Releasing,87
Green Zone,R,115,Universal Pictures,57
Greenberg,R,107,Focus Features,42
Gremlins,PG,106,Warner Bros.,78
Gremlins 2: The New Batch,PG-13,106,Warner Bros.,57
Gridiron Gang,PG-13,120,Sony,81
Grind,PG-13,105,Warner Bros.,79
Grizzly Man,R,103,Lionsgate Films,85
Grosse Pointe Blank,R,107,Buena Vista,87
Groundhog Day,PG,96,Columbia Pictures,88
Grown Ups,PG-13,102,Sony,62
Grown Ups 2,PG-13,100,Sony,53
Grudge Match,PG-13,113,Warner Bros.,46
Grumpier Old Men,PG-13,100,Warner Bros.,62
Grumpy Old Men,PG-13,104,Warner Bros.,74
Guardians of the Galaxy,PG-13,121,Disney,92
Guardians of the Galaxy Vol. 2,PG-13,135,Disney,87
Guess Who,PG-13,105,Sony,49
Guess Who's Coming to Dinner,NR,108,Columbia Pictures,85
Gulliver's Travels,PG,85,20thCenturyFox,27
Guys and Dolls,NR,150,MGM,83
H2: Halloween II,R,105,The Weinstein Company,45
Hackers,PG-13,104,MGM,68
Hacksaw Ridge,R,139,Summit Entertainment,91
"Hail, Caesar!",PG-13,106,Universal Pictures,44
Hair,PG,121,United Artists Pictures,88
Hairspray,PG,90,New Line Cinema,80
Hairspray,PG,115,New Line Cinema,84
Hairspray,PG,90,New Line Cinema,80
Hairspray,PG,115,New Line Cinema,84
Half Baked,R,84,Universal Pictures,81
Half Nelson,R,106,ThinkFilm,83
Hall Pass,R,106,Warner Bros.,40
Halloween,R,110,MGM,59
Halloween,R,110,MGM,59
Halloween 4: The Return of Michael Myers,R,88,20thCenturyFox,53
Halloween H20,R,85,Miramax Films,49
Halloween II,R,92,Universal Pictures,63
Halloween III: Season of the Witch,R,98,MCA Universal Home Video,27
Halloween: Resurrection,R,89,Dimension Films,25
Hamburger Hill,R,110,Vestron Pictures,72
Hamlet,PG-13,242,Sony,90
Hamlet,PG,135,Warner Bros.,59
Hamlet,PG-13,242,Sony,90
Hamlet,PG,135,Warner Bros.,59
Hancock,PG-13,92,Columbia Pictures,59
Hang 'em High,PG-13,114,United Artists Pictures,73
Hanna,PG-13,111,Focus Features,66
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,G,82,Disney,70
Hannah Montana: The Movie,G,92,Disney,67
Hannah and Her Sisters,PG-13,106,Orion Pictures Corporation,90
Hannibal,R,131,MGM,62
Hannibal Rising,R,121,MGM,55
Hansel and Gretel: Witch Hunters,R,88,Paramount,53
Happily N'ever After,PG,87,Lionsgate Films,34
Happiness,NR,139,Trimark Pictures,89
Happy Feet,PG,108,Warner Bros.,70
Happy Feet Two,PG,100,Warner Bros.,60
Happy Gilmore,PG-13,92,MCA Universal Home Video,85
Happy-Go-Lucky,R,118,Miramax Films,67
Hard Candy,R,103,Lionsgate Films,78
Hard Rain,R,96,Paramount,34
Hard Target,R,94,MCA Universal Home Video,49
Hard to Kill,R,95,Warner Bros.,47
Hardball,PG-13,106,Paramount,70
Harlem Nights,R,118,Paramount,80
Harold & Kumar Escape from Guantanamo Bay,R,102,Warner Bros.,60
Harold & Kumar Go to White Castle,R,88,New Line Cinema,80
Harold and Maude,PG,91,Paramount,93
Harriet the Spy,PG,101,Paramount,50
Harry Brown,R,97,Samuel Goldwyn Films,75
Harry Potter and the Chamber of Secrets,PG,161,Warner Bros.,80
Harry Potter and the Deathly Hallows - Part 1,PG-13,146,Warner Bros.,85
Harry Potter and the Deathly Hallows - Part 2,PG-13,131,Warner Bros.,89
Harry Potter and the Goblet of Fire,PG-13,157,Warner Bros.,74
Harry Potter and the Half-Blood Prince,PG,153,Warner Bros.,78
Harry Potter and the Order of the Phoenix,PG-13,138,Warner Bros.,81
Harry Potter and the Prisoner of Azkaban,PG,141,Warner Bros.,86
Harry Potter and the Sorcerer's Stone,PG,152,Warner Bros.,82
Harry and the Hendersons,PG,110,Universal Pictures,54
Harsh Times,R,115,MGM,55
Hart's War,R,128,MGM,48
Harvey,NR,104,MCA Universal Home Video,93
Haywire,R,92,Relativity Media,41
He Got Game,R,134,Buena Vista,83
He's Just Not That Into You,PG-13,129,Warner Bros.,59
Head of State,PG-13,95,Dreamworks,47
Headhunters,R,100,Magnolia Pictures,85
Heartbreakers,PG-13,123,MGM,51
Heat,R,170,Warner Bros.,94
Heathers,R,102,New World Video,83
Heaven Is for Real,PG,100,Sony,66
Heavenly Creatures,R,99,Miramax Films,83
Heavy Metal,R,90,Columbia Pictures,67
Heavyweights,PG,97,Buena Vista,77
Hedwig and the Angry Inch,R,95,New Line Cinema,93
Hellbound: Hellraiser II,R,93,New World Video,58
Hellboy,PG-13,125,Sony,66
Hellboy II: The Golden Army (Hellboy 2),PG-13,120,Universal Pictures,71
Hellraiser,R,90,New World Video,72
Hellraiser - Bloodline,R,85,Miramax Films,37
Hellraiser III: Hell on Earth,R,93,Paramount,35
Help!,G,92,United Artists Pictures,86
Her,R,119,Warner Bros.,82
Herbie Rides Again,G,88,Disney,53
Herbie: Fully Loaded,G,100,Buena Vista,38
Hercules,G,92,Buena Vista,76
Hercules,PG-13,97,Paramount,48
Hercules,G,92,Buena Vista,76
Hercules,PG-13,97,Paramount,48
Here Comes the Boom,PG,104,Sony,65
Hereafter,PG-13,129,Warner Bros.,38
Hero,PG-13,93,Miramax Films,87
Hidalgo,PG-13,135,Buena Vista,64
Hidden Figures,PG,127,20thCenturyFox,93
Hide and Seek,R,100,20thCenturyFox,50
High Crimes,PG-13,115,20thCenturyFox,50
High Fidelity,R,113,Buena Vista,90
High Noon,PG,85,United Artists Pictures,89
High Plains Drifter,R,105,Universal Pictures,86
High School High,PG-13,86,Sony,37
High School Musical,G,96,Disney,74
High School Musical 2,G,90,Disney,72
High School Musical 3: Senior Year,G,112,Disney,72
High Tension (Switchblade Romance),R,89,Lionsgate Films,67
Highlander,R,111,20thCenturyFox,79
Highlander: Endgame,R,88,Miramax Films,38
History of the World---Part I,R,93,20thCenturyFox,81
Hit & Run,R,95,Open Road Films,49
Hitch,PG-13,117,Sony,62
Hitchcock,PG-13,98,20thCenturyFox,60
Hitman,R,93,20thCenturyFox,57
Hitman: Agent 47,R,96,20thCenturyFox,40
Hocus Pocus,PG,95,Buena Vista,71
Holes,PG,118,Buena Vista,76
Hollow Man,R,113,Columbia Pictures,28
Hollywood Homicide,PG-13,115,Columbia Pictures,27
Hollywoodland,R,126,Focus Features,48
Holy Man,PG,114,Hollywood Pictures,24
Home,PG,94,Dreamworks,64
Home Alone,PG,102,20thCenturyFox,80
Home Alone 2: Lost in New York,PG,120,20thCenturyFox,61
Home Alone 3,PG,102,20thCenturyFox,27
Home Fries,PG-13,93,Warner Bros.,33
Home on the Range,PG,75,Disney,29
Homefront,R,100,Open Road Films,61
Homeward Bound - The Incredible Journey,G,84,Disney,71
Homeward Bound II - Lost in San Francisco,G,88,Buena Vista,44
Honey,PG-13,94,Universal Pictures,71
"Honey, I Blew Up the Kid",PG,89,Disney,24
"Honey, I Shrunk the Kids",PG,90,Disney,54
"Honey, We Shrunk Ourselves!",PG,76,Disney,27
Honeymoon in Vegas,PG-13,95,Sony,35
Hoodwinked,PG,81,The Weinstein Company,56
Hoodwinked Too! Hood vs Evil,PG,86,The Weinstein Company,35
Hook,PG,144,TriStar Pictures,76
Hoot,PG,87,New Line Cinema,54
Hop,PG,95,Universal Pictures,53
Hope Floats,PG-13,114,20thCenturyFox,72
Hope Springs,PG-13,100,Sony,55
Horrible Bosses,R,98,Warner Bros.,70
Horrible Bosses 2,R,108,Warner Bros.,47
Hostage,R,113,Miramax Films,62
Hostel,R,95,Lionsgate Films,53
Hostel Part II,R,94,Lionsgate Films,39
Hot Fuzz,R,121,Rogue Pictures,89
Hot Pursuit,PG-13,87,Warner Bros.,35
Hot Rod,PG-13,88,Paramount,64
Hot Shots!,PG-13,85,20thCenturyFox,65
Hot Shots! Part Deux,PG-13,89,20thCenturyFox,63
Hot Tub Time Machine,R,99,MGM,56
Hot Tub Time Machine 2,R,93,Paramount,26
Hotel Rwanda,PG-13,121,MGM,94
Hotel Transylvania,PG,95,Sony,72
Hotel Transylvania 2,PG,89,Sony,64
Hotel for Dogs,PG,100,Dreamworks,54
House Party,R,100,Sony,82
House at the End of the Street,PG-13,101,Relativity Media,41
House of 1000 Corpses,R,88,Lionsgate Films,65
House of Flying Daggers,PG-13,119,Sony,82
House of Sand and Fog,R,126,Dreamworks,83
House of Wax,PG,88,Warner Bros.,72
House of Wax,R,107,Warner Bros.,42
House of Wax,PG,88,Warner Bros.,72
House of Wax,R,107,Warner Bros.,42
House of the Dead,R,90,Artisan,10
House on Haunted Hill,R,96,Warner Bros.,42
Housesitter,PG,100,MCA Universal Home Video,47
How Do You Know,PG-13,121,Columbia Pictures,24
How High,R,93,Universal Pictures,79
How She Move,PG-13,98,Paramount,51
How Stella Got Her Groove Back,R,124,20thCenturyFox,66
How To Be Single,R,110,Warner Bros.,47
How to Deal,PG-13,101,New Line Cinema,64
How to Eat Fried Worms,PG,84,New Line Cinema,47
How to Lose Friends & Alienate People,R,109,MGM,42
How to Lose a Guy in 10 Days,PG-13,116,Paramount,77
How to Train Your Dragon,PG,98,Paramount,91
How to Train Your Dragon 2,PG,102,20thCenturyFox,90
How to Train Your Dragon: The Hidden World,PG,104,Universal Pictures,86
Howard the Duck,PG,111,Universal Pictures,38
Howl's Moving Castle,PG,119,Buena Vista,93
Hudson Hawk,R,100,TriStar Pictures,56
Hugo,PG,126,Paramount,78
Hulk,PG-13,138,Universal Pictures,29
Human Traffic,R,99,Miramax Films,89
Hunger,R,92,IFC Films,83
I Am Legend,PG-13,101,Warner Bros.,68
I Am Number Four,PG-13,110,Dreamworks,57
I Am Sam,PG-13,132,New Line Cinema,87
I Can Do Bad All By Myself,PG-13,113,Lionsgate Films,81
I Can't Think Straight,R,80,Regent Releasing,62
I Hate Valentine's Day,PG-13,98,IFC Films,28
I Heart Huckabees,R,106,20thCenturyFox,75
I Know What You Did Last Summer,R,101,Sony,40
I Know Who Killed Me,R,108,TriStar Pictures,26
I Love You Beth Cooper,PG-13,102,20thCenturyFox,32
I Love You Phillip Morris,R,98,Roadside Attractions,61
"I Love You, Man",R,105,Dreamworks,74
I Now Pronounce You Chuck & Larry,PG-13,115,Universal Pictures,69
I Spy,PG-13,96,Columbia Pictures,33
I Still Know What You Did Last Summer,R,101,Sony,29
I Think I Love My Wife,R,94,20thCenturyFox,41
I'll Always Know What You Did Last Summer,R,92,Sony,21
I'll Be Home for Christmas,PG,86,Buena Vista,41
I'm Not There,R,135,The Weinstein Company,69
"I, Frankenstein",PG-13,93,Lionsgate Films,38
"I, Robot",PG-13,115,20thCenturyFox,70
I.Q.,PG,95,Paramount,47
Ice Age,PG,81,20thCenturyFox,82
Ice Age 2: The Meltdown,PG,91,20thCenturyFox,71
Ice Age: Collision Course,PG,94,20thCenturyFox,39
Ice Age: Continental Drift,PG,87,20thCenturyFox,62
Ice Age: Dawn of the Dinosaurs (Ice Age 3),PG,94,20thCenturyFox,62
Ice Princess,G,98,Buena Vista,58
Ichi the Killer (Koroshiya 1),R,128,Media Blasters,82
Identity,R,90,Columbia Pictures,75
Identity Thief,R,106,Universal Pictures,53
Idiocracy,R,84,20thCenturyFox,60
Idle Hands,R,90,Columbia Pictures,58
Idlewild,R,121,Universal Pictures,66
If I Stay,PG-13,106,Warner Bros.,61
Igby Goes Down,R,104,United Artists Pictures,80
Igor,PG,86,MGM,38
Imagine Me & You,R,93,20thCenturyFox,74
Imagine That,PG,107,Paramount,40
Immortals,R,110,Relativity Media,48
In & Out,PG-13,90,Paramount,52
In America,PG-13,103,20thCenturyFox,91
In Bruges,R,107,Focus Features,87
In Good Company,PG-13,110,Universal Pictures,54
In Her Shoes,PG-13,129,20thCenturyFox,66
In Time,PG-13,109,20thCenturyFox,51
In the Army Now,PG,93,Buena Vista,44
In the Electric Mist,R,102,Image Entertainment,34
In the Heart of the Sea,PG-13,116,Warner Bros.,53
In the Land of Women,PG-13,100,Warner Bros.,52
In the Line of Fire,R,128,Sony,79
In the Loop,NR,106,IFC Films,82
In the Mix,PG-13,97,Lionsgate Films,50
In the Name of the Father,R,132,Universal Pictures,95
In the Name of the King: A Dungeon Siege Tale,PG-13,124,Freestyle Releasing,23
In the Valley of Elah,R,121,Warner Bros.,77
Inception,PG-13,148,Warner Bros.,91
Indecent Proposal,R,117,Paramount,47
Independence Day,PG-13,145,20thCenturyFox,75
Independence Day: Resurgence,PG-13,120,20thCenturyFox,30
Indiana Jones and the Kingdom of the Crystal Skull,PG-13,122,Paramount,54
Indiana Jones and the Last Crusade,PG-13,127,Paramount,94
Indiana Jones and the Temple of Doom,PG,118,Paramount,81
Infernal Affairs (Mou gaan dou),R,100,Miramax Films,95
Inferno,PG-13,116,Sony,36
Inglourious Basterds,R,152,The Weinstein Company,88
Inherent Vice,R,148,Warner Bros.,52
Inkheart,PG,105,Warner Bros.,45
Innerspace,PG,119,Warner Bros.,65
Inside Job,PG-13,108,Sony,91
Inside Llewyn Davis,R,104,CBS,74
Inside Man,R,129,Universal Pictures,85
Inside Out,PG,95,Disney,89
Insidious,PG-13,101,FilmDistrict,62
Insidious: Chapter 2,PG-13,105,FilmDistrict,57
Insidious: Chapter 3,PG-13,97,Focus Features,51
Insomnia,R,118,Warner Bros.,77
Inspector Gadget,PG,77,Disney,18
Insurgent,PG-13,118,Lionsgate Films,58
Interstellar,PG-13,165,Paramount,86
Interview,R,84,Sony,55
Interview with the Vampire,R,122,Warner Bros.,86
Into The Storm,PG-13,89,Warner Bros.,42
Into the Blue,PG-13,110,Sony,57
Into the Blue 2: The Reef,NR,92,MGM,18
Into the Wild,R,147,Paramount,89
Into the Woods,PG,124,Disney,49
Intolerable Cruelty,PG-13,100,Universal Pictures,48
Invasion of the Body Snatchers,PG,115,MGM,81
Invictus,PG-13,134,Warner Bros.,75
Invincible,PG,104,Buena Vista,73
Iron Man,PG-13,126,Paramount,91
Iron Man 2,PG-13,124,Paramount,71
Iron Man 3,PG-13,130,Disney,78
It,R,135,Warner Bros.,84
It Chapter Two,R,169,New Line Cinema,78
It Could Happen to You,PG,97,Sony,54
It Follows,R,101,Radius-TWC,66
It Happened One Night,NR,105,Sony,93
It Takes Two,PG,101,Warner Bros.,60
It's Complicated,R,120,Universal Pictures,60
It's Kind of a Funny Story,PG-13,100,Focus Features,66
It's a Boy Girl Thing,PG-13,95,Anchor Bay Entertainment,61
"It's the Great Pumpkin, Charlie Brown",NR,25,Paramount,85
J. Edgar,R,137,Warner Bros.,44
JFK,R,189,Warner Bros.,88
Jack,PG-13,113,Hollywood Pictures,49
Jack Frost,PG,95,Warner Bros.,39
Jack Reacher,PG-13,130,Paramount,67
Jack Reacher: Never Go Back,PG-13,113,Paramount,42
Jack Ryan: Shadow Recruit,PG-13,105,Paramount,53
Jack and Jill,PG,90,Sony,36
Jack the Giant Slayer,PG-13,113,Warner Bros.,55
Jackass - The Movie,R,84,Paramount,75
Jackass 3,R,94,Paramount,69
Jackass Presents: Bad Grandpa,R,92,Paramount,60
Jackass: Number Two,R,92,Paramount,80
Jackie,R,99,20thCenturyFox,60
Jackie Brown,R,155,Miramax Films,85
Jackie Chan's First Strike,PG-13,88,New Line Cinema,56
Jacob's Ladder,R,113,TriStar Pictures,84
James and the Giant Peach,PG,80,Buena Vista,66
Jane Eyre,PG-13,118,Focus Features,76
Jarhead,R,123,Universal Pictures,68
Jason Bourne,PG-13,123,Universal Pictures,55
Jason Goes to Hell - The Final Friday,R,88,New Line Cinema,24
Jason X,R,92,New Line Cinema,25
Jawbreaker,R,87,Columbia Pictures,55
Jaws,PG,124,Universal Pictures,90
Jaws 2,PG,117,MCA Universal Home Video,38
Jaws 3,PG,97,MCA Universal Home Video,17
Jaws: The Revenge,PG-13,89,Universal Pictures,15
Jay and Silent Bob Strike Back,R,104,Dimension Films,75
Jeepers Creepers,R,89,MGM,48
Jeepers Creepers 2,R,104,MGM,37
Jeff Who Lives at Home,R,83,Paramount,62
Jennifer's Body,R,101,20thCenturyFox,34
Jersey Boys,R,132,Warner Bros.,62
Jersey Girl,PG-13,97,Miramax Films,48
Jesus Camp,PG-13,87,Magnolia Pictures,80
Jesus Christ Superstar,G,107,Universal Pictures,76
Jet Li's Fearless (Huo Yuan Jia) (Legend of a Fighter),PG-13,103,Rogue Pictures,86
Jigsaw,R,92,Lionsgate Films,89
Jimmy Neutron - Boy Genius,G,83,Paramount,53
Jingle All the Way,PG,88,20thCenturyFox,38
Jiro Dreams of Sushi,PG,81,Magnolia Pictures,92
Jobs,PG-13,125,Open Road Films,40
Joe Dirt,PG-13,90,Columbia Pictures,63
Joe Somebody,PG,108,20thCenturyFox,27
Joe Versus the Volcano,PG,102,Warner Bros.,54
Joe's Apartment,PG-13,80,Warner Bros.,42
John Carpenter's Escape from L.A.,R,96,Paramount,39
John Carpenter's Ghosts of Mars,R,97,Sony,24
John Carpenter's Vampires,R,104,Columbia Pictures,47
John Carter,PG-13,132,Disney,60
John Q,PG-13,118,New Line Cinema,78
John Tucker Must Die,PG-13,89,20thCenturyFox,69
John Wick,R,101,Lionsgate Films,81
John Wick: Chapter 2,R,122,Summit Entertainment,85
John Wick: Chapter 3 - Parabellum,R,131,Lionsgate Films,86
Johnny English,PG,86,Universal Pictures,50
Johnny English Reborn,PG,102,Universal Pictures,45
Johnny Mnemonic,R,98,Sony,31
Johnson Family Vacation,PG-13,97,20thCenturyFox,44
Joker,R,122,Warner Bros.,88
Jonah Hex,PG-13,81,Warner Bros.,20
Jonas Brothers: The 3D Concert Experience,G,86,IMAX,79
Josie and the Pussycats,PG-13,98,Universal Pictures,52
Journey 2: The Mysterious Island,PG,94,New Line Cinema,59
Journey to the Center of the Earth,PG,93,Warner Bros.,51
Joy,PG-13,123,20thCenturyFox,57
Joyeux No?╜l (Merry Christmas),PG-13,116,Sony,89
Joyful Noise,PG-13,117,Warner Bros.,65
Judge Dredd,R,96,Hollywood Pictures,30
Juice,R,96,Paramount,90
Julie & Julia,PG-13,124,Sony,70
Jumanji,PG,104,Sony,62
Jumanji: Welcome to the Jungle,PG-13,119,Columbia Pictures,87
Jumper,PG-13,88,20thCenturyFox,44
Jumpin' Jack Flash,R,105,20thCenturyFox,58
Junebug,R,106,Sony,73
Jungle 2 Jungle,PG,105,Disney,33
Junior,PG-13,109,MCA Universal Home Video,22
Juno,PG-13,96,20thCenturyFox,88
Jupiter Ascending,PG-13,127,Warner Bros.,38
Jurassic Park,PG-13,126,Universal Pictures,91
Jurassic Park III,PG-13,91,Universal Pictures,36
Jurassic World,PG-13,124,Universal Pictures,78
Jurassic World: Fallen Kingdom,PG-13,128,Universal Pictures,48
Just Friends,PG-13,94,New Line Cinema,71
Just Go with It,PG-13,115,Sony,59
Just Like Heaven,PG-13,95,Dreamworks,75
Just Married,PG-13,94,20thCenturyFox,47
Just My Luck,PG-13,103,20thCenturyFox,48
Just Wright,PG,101,20thCenturyFox,61
Justice League,PG-13,119,Warner Bros.,71
Justin Bieber: Never Say Never,G,105,Paramount,65
K-19: The Widowmaker,PG-13,138,Paramount,52
K-9,PG-13,102,MCA Universal Home Video,44
K-PAX,PG-13,120,Universal Pictures,75
Kalifornia,R,117,PolyGram,64
Kangaroo Jack,PG,89,Warner Bros.,29
Kate & Leopold,PG-13,121,Miramax Films,62
Katy Perry: Part of Me,PG,94,Paramount,72
Kazaam,PG,93,Touchstone Pictures,20
Keeping Up With The Steins,PG-13,90,Miramax Films,38
Keeping the Faith,PG-13,127,Touchstone Pictures,59
Kelly's Heroes,PG,145,MGM,88
Kevin Hart: Let Me Explain,R,75,Summit Entertainment,72
Kick-Ass,R,117,Lionsgate Films,81
Kick-Ass 2,R,103,Universal Pictures,57
Kickboxer,R,105,HBO Video,65
Kicking & Screaming,PG,94,Universal Pictures,43
Kill Bill: Volume 1,R,110,Miramax Films,81
Kill Bill: Volume 2,R,137,Miramax Films,89
Killer Elite,R,117,Open Road Films,42
Killer Klowns from Outer Space,PG-13,90,MGM,59
Killers,PG-13,100,Lionsgate Films,41
Killing Them Softly,R,97,The Weinstein Company,44
Kindergarten Cop,PG-13,111,MCA Universal Home Video,52
King Arthur,PG-13,126,Buena Vista,59
