movie_title,content_rating,runtime,production_company,audience_rating
Peggy Sue Got Married,PG-13,102,20thCenturyFox,55
Penelope,PG-13,90,Summit Entertainment,73
Penguins Of Madagascar,PG,92,Dreamworks,63
People Like Us,PG-13,115,Dreamworks,62
Percy Jackson & the Olympians: The Lightning Thief,PG,119,20thCenturyFox,53
Percy Jackson: Sea of Monsters,PG,106,20thCenturyFox,55
Perfect Stranger,R,109,Sony,51
Perfume: The Story of a Murderer,R,145,Dreamworks,74
Persepolis,PG-13,95,Sony,92
Persona,NR,81,Criterion Collection,94
Pet Sematary,R,99,Paramount,59
Pet Sematary Two,R,100,Paramount,30
Pete's Dragon,G,134,Buena Vista,60
Pete's Dragon,PG,103,Disney,72
Pete's Dragon,G,134,Buena Vista,60
Pete's Dragon,PG,103,Disney,72
Peter Pan,G,76,Disney,80
Peter Pan,PG,113,Universal Pictures,74
Peter Pan,G,76,Disney,80
Peter Pan,PG,113,Universal Pictures,74
Phantom of the Opera,NR,92,MCA Universal Home Video,77
Phat Girlz,PG-13,99,20thCenturyFox,65
Phenomenon,PG,124,Disney,59
Philadelphia,PG-13,125,Sony,89
Philomena,PG-13,97,The Weinstein Company,89
Phoebe in Wonderland,PG-13,96,ThinkFilm,70
Phone Booth,R,80,20thCenturyFox,64
Pi,R,85,Artisan,85
Picture Perfect,PG-13,100,20thCenturyFox,37
Pieces of April,PG-13,81,United Artists Pictures,73
Pineapple Express,R,112,Sony,73
Pink Panther 2,PG,92,Sony,42
Pinocchio,G,87,RKO,73
Piranha 3-D,R,88,The Weinstein Company,43
Pirate Radio (The Boat That Rocked),R,129,Focus Features,71
Pirates of the Caribbean: At Worlds End,PG-13,168,Buena Vista,72
Pirates of the Caribbean: Dead Man's Chest,PG-13,151,Buena Vista,72
Pirates of the Caribbean: Dead Men Tell No Tales,PG-13,123,Disney,61
Pirates of the Caribbean: On Stranger Tides,PG-13,136,Disney,54
Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,143,Buena Vista,86
Pitch Black,R,108,Gramercy Pictures,77
Pitch Perfect,PG-13,112,Universal Pictures,83
Pitch Perfect 2,PG-13,115,Universal Pictures,64
Pixels,PG-13,106,Sony,46
Planes,PG,92,Disney,49
"Planes, Trains and Automobiles",R,92,Paramount,87
Planet 51,PG,91,Sony,40
Planet Terror (Grindhouse Presents: Robert Rodriguez's Planet Terror),R,86,The Weinstein Company,77
Planet of the Apes,G,112,20thCenturyFox,87
Planet of the Apes,PG-13,120,20thCenturyFox,27
Planet of the Apes,G,112,20thCenturyFox,87
Planet of the Apes,PG-13,120,20thCenturyFox,27
Platoon,R,120,Orion Pictures Corporation,93
Pleasantville,PG-13,123,New Line Cinema,79
Pocahontas,G,87,Buena Vista,64
Pocahontas II: Journey to a New World,G,72,Disney,28
Poetic Justice,R,110,Columbia Pictures,83
Point Break,R,122,20thCenturyFox,79
Point of No Return (The Assassin),R,103,Warner Bros.,50
Pok??mon the First Movie - Mewtwo vs. Mew,G,95,Warner Bros.,63
Police Academy,R,95,Warner Bros.,64
Police Academy 2: Their First Assignment,PG-13,87,Warner Bros.,43
Police Academy 3: Back in Training,PG,82,Warner Bros.,39
Police Academy 4 - Citizens on Patrol,PG,87,Warner Bros.,38
Police Academy 5: Assignment Miami Beach,PG,89,Warner Bros.,33
Police Academy 6 - City Under Siege,PG,84,Warner Bros.,28
Police Academy 7: Mission to Moscow,PG,83,Warner Bros.,22
Poltergeist,PG,114,MGM,79
Poltergeist,PG-13,93,20thCenturyFox,22
Poltergeist,PG,114,MGM,79
Poltergeist,PG-13,93,20thCenturyFox,22
Pompeii,PG-13,105,Sony,34
Ponyo,G,100,Disney,83
Pootie Tang,PG-13,81,Paramount,63
Popeye,PG,114,Paramount,39
Porco Rosso (Kurenai no buta),PG,90,,87
Poseidon,PG-13,98,Warner Bros.,43
Post Grad,PG-13,89,20thCenturyFox,27
Powder,PG-13,111,Hollywood Pictures,69
Practical Magic,PG-13,105,Warner Bros.,73
Precious: Based on the Novel Push by Sapphire,R,109,Lionsgate Films,81
Predator,R,107,20thCenturyFox,87
Predator 2,R,109,20thCenturyFox,44
Predators,R,107,20thCenturyFox,52
Premium Rush,PG-13,91,Columbia Pictures,60
Premonition,PG-13,96,Sony,50
Pretty Woman,R,114,Buena Vista,68
Pretty in Pink,PG-13,96,Paramount,81
Pride,PG,104,Lionsgate Films,72
Pride and Glory,R,129,New Line Cinema,49
Pride and Prejudice,PG,128,Focus Features,89
Pride and Prejudice and Zombies,PG-13,108,Sony,45
Priest,PG-13,87,Screen Gems,46
Primal Fear,R,129,Paramount,89
Prime,PG-13,105,Universal Pictures,52
Primer,PG-13,78,ThinkFilm,79
Primeval,R,94,Buena Vista,32
Prince of Persia: The Sands of Time,PG-13,116,Disney,58
Princess Mononoke (Mononoke-hime),PG-13,133,Miramax Films,94
Princess Protection Program,G,90,Disney,60
Prisoners,R,153,Warner Bros.,87
Private Benjamin,R,109,Warner Bros.,60
Private Parts,R,109,Paramount,68
Problem Child,PG,81,Universal Pictures,41
Problem Child 2,PG-13,91,MCA Universal Home Video,42
Project Almanac,PG-13,106,Paramount,45
Project X,R,88,Warner Bros.,61
Prom Night,PG-13,88,Screen Gems,38
Prometheus,R,123,20thCenturyFox,68
Proof,PG-13,100,Miramax Films,59
Proof of Life,R,135,Warner Bros.,43
Psycho,R,109,Universal Pictures,28
Psycho,R,109,Paramount,95
Psycho,R,109,Universal Pictures,28
Psycho,R,109,Paramount,95
Public Enemies,R,140,Universal Pictures,59
Pulp Fiction,R,153,Miramax Films,96
Pulse,PG-13,85,The Weinstein Company,27
Punch-Drunk Love,R,95,Columbia Pictures,77
Punisher: War Zone,R,107,Lionsgate Films,42
Purple Rain,R,111,Warner Bros.,78
Push,PG-13,111,Summit Entertainment,42
Pushing Tin,R,124,20thCenturyFox,42
Puss in Boots,PG,90,Paramount,67
Quantum of Solace,PG-13,105,Sony,58
Quarantine,R,89,Screen Gems,44
Queen of the Damned,R,101,Warner Bros.,66
Quest For Camelot,G,85,Warner Bros.,59
Quills,R,123,20thCenturyFox,83
Quiz Show,PG-13,130,Buena Vista,87
R.I.P.D.,PG-13,98,Universal Pictures,38
RV,PG,98,Columbia Pictures,45
Rabbit Hole,PG-13,91,Lionsgate Films,72
Race to Witch Mountain,PG,99,Disney,44
Rachel Getting Married,R,111,Sony,62
Racing Stripes,PG,101,Warner Bros.,42
Radio,PG,109,Sony,79
Raging Bull,R,128,United Artists Pictures,93
Raiders of the Lost Ark,PG,115,Paramount,96
Rain Man,R,133,MGM,90
Raise Your Voice,PG,106,New Line Cinema,71
Raising Arizona,PG-13,93,20thCenturyFox,85
Raising Helen,PG-13,119,Buena Vista,61
Rambo (Rambo IV),R,91,Lionsgate Films,69
Rambo III,R,101,Live Home Video,45
Rambo: First Blood Part II,R,95,TriStar Pictures,60
Ramona and Beezus,G,103,20thCenturyFox,71
Ran,R,160,Rialto Pictures,95
Rango,PG,105,Paramount,69
Ransom,R,120,Touchstone Pictures,62
Rat Race,PG-13,112,Paramount,64
Ratatouille,G,111,Disney,87
Ray,PG-13,153,Universal Pictures,87
Ready Player One,PG-13,140,Warner Bros.,77
Ready to Rumble,PG-13,107,Warner Bros.,52
Real Genius,PG,106,Sony,83
Real Steel,PG-13,127,Disney,73
Reality Bites,PG-13,98,MCA Universal Home Video,74
Rear Window,PG,112,Paramount,95
Rebel Without a Cause,PG-13,111,Warner Bros.,88
Rebound,PG,83,20thCenturyFox,38
Red,PG-13,110,Summit Entertainment,72
Red 2,PG-13,116,Lionsgate Films,63
Red Dawn,PG-13,114,MGM,65
Red Dawn,PG-13,93,FilmDistrict,51
Red Dawn,PG-13,114,MGM,65
Red Dawn,PG-13,93,FilmDistrict,51
Red Dragon,R,119,Universal Pictures,74
Red Eye,PG-13,85,Dreamworks,64
Red Heat,R,103,Live Home Video,37
Red Planet,PG-13,106,Warner Bros.,28
Red Riding Hood,PG-13,99,Warner Bros.,39
Red Sonja,PG-13,89,MGM,28
Red Tails,PG-13,125,20thCenturyFox,58
Redacted,R,91,Magnolia Pictures,45
Reign Over Me,R,124,Sony,81
Reign of Fire,PG-13,101,Buena Vista,49
Reindeer Games (Deception),R,104,Dimension Films,27
Religulous,R,101,Lionsgate Films,78
Remember Me,PG-13,113,Summit Entertainment,69
Remember the Titans,PG,113,Disney,93
Renaissance,R,105,Miramax Films,59
Renaissance Man,PG-13,129,Buena Vista,53
Rendition,R,122,New Line Cinema,62
Reno 911!: Miami,R,84,20thCenturyFox,51
Rent,PG-13,135,Sony,83
Repo Man,R,93,Universal Pictures,78
Repo Men,R,111,Universal Pictures,41
Repo! The Genetic Opera,R,98,Lionsgate Films,73
Requiem for a Dream,R,101,Artisan,93
Rescue Dawn,PG-13,125,MGM,75
Reservoir Dogs,R,105,Miramax Films,94
Resident Evil,R,100,Columbia Pictures,67
Resident Evil: Afterlife,R,97,Sony,48
Resident Evil: Apocalypse,R,93,Sony,60
Resident Evil: Extinction,R,94,Sony,58
Resident Evil: Retribution,R,95,Screen Gems,51
Resident Evil: The Final Chapter,R,102,Sony,48
Resurrecting the Champ,PG-13,112,Yari Film Group,60
Return to Me,PG,113,MGM,79
Return to Oz,PG,110,Disney,71
Revenge of the Nerds II: Nerds in Paradise,PG-13,88,20thCenturyFox,34
Revolutionary Road,R,119,Paramount,71
Revolver,R,115,Samuel Goldwyn Films,56
Richie Rich,PG,95,Warner Bros.,31
Riddick,R,118,Universal Pictures,56
Ride Along,PG-13,99,Universal Pictures,58
Ride Along 2,PG-13,101,Universal Pictures,48
Riding in Cars With Boys,PG-13,132,Columbia Pictures,66
Righteous Kill,R,100,Overture Films,37
Rio,G,96,20thCenturyFox,71
Rio 2,G,101,20thCenturyFox,58
Rise of the Guardians,PG,97,Paramount,80
Rise of the Planet of the Apes,PG-13,105,20thCenturyFox,77
Rising Sun,R,129,20thCenturyFox,40
Risky Business,R,96,Warner Bros.,72
Road House,R,112,United Artists Pictures,66
Road Trip,R,94,Dreamworks,65
Road to Perdition,R,116,Dreamworks,86
Robin Hood,G,83,Buena Vista,81
Robin Hood,PG-13,139,Universal Pictures,58
Robin Hood,G,83,Buena Vista,81
Robin Hood,PG-13,139,Universal Pictures,58
Robin Hood: Men in Tights,PG-13,102,20thCenturyFox,81
Robin Hood: Prince of Thieves,PG-13,138,Warner Bros.,72
RoboCop,R,102,Orion Pictures Corporation,84
RoboCop,PG-13,117,Sony,49
RoboCop,R,102,Orion Pictures Corporation,84
RoboCop,PG-13,117,Sony,49
RoboCop 3,PG-13,104,MGM,15
Robocop 2,R,118,MGM,36
Robot & Frank,PG-13,90,Samuel Goldwyn Films,75
Robots,PG,90,20thCenturyFox,53
Rock Star,R,106,Warner Bros.,59
Rock of Ages,PG-13,118,New Line Cinema,55
Rock-a-Doodle,G,77,MGM,55
RocketMan,PG,94,Disney,72
RocknRolla,R,114,Warner Bros.,71
Rocky,PG,119,United Artists Pictures,69
Rocky Balboa,PG,102,MGM,76
Rocky II,PG,119,United Artists Pictures,82
Rocky III,PG,99,MGM,74
Rocky IV,PG,91,MGM,79
Rocky V,PG-13,104,20thCenturyFox,31
Rogue One: A Star Wars Story,PG-13,134,Disney,86
Role Models,R,99,Universal Pictures,74
Roll Bounce,PG-13,107,20thCenturyFox,70
Rollerball,PG-13,98,MGM,14
Roman Holiday,NR,119,Paramount,93
Romancing the Stone,PG,105,20thCenturyFox,69
Romeo + Juliet,PG-13,120,20thCenturyFox,77
Romeo Must Die,R,115,Warner Bros.,61
Romeo and Juliet,PG,138,Paramount,74
Romy and Michele's High School Reunion,R,91,Touchstone Pictures,65
Ronin,R,118,MGM,80
Rookie of the Year,PG,103,20thCenturyFox,52
Rope,PG,80,Warner Bros.,90
Rosemary's Baby,R,136,Paramount,87
Rounders,R,120,Miramax Films,87
Roxanne,PG,106,Columbia Pictures,63
Ruby Sparks,R,104,20thCenturyFox,75
Rudolph the Red-Nosed Reindeer,NR,8,Artisan,84
Rudy,PG,113,Sony,90
Rudyard Kipling's The Jungle Book,PG,110,Buena Vista,55
Rugrats in Paris - The Movie,G,78,Paramount,56
Rules of Engagement,R,128,Paramount,55
Rumble in the Bronx,R,90,New Line Cinema,65
Rumor Has It,PG-13,97,Warner Bros.,41
Run Fatboy Run,PG-13,100,Picturehouse,64
Run Lola Run,R,81,Sony,90
Runaway Bride,PG,116,Paramount,53
Runaway Jury,PG-13,127,20thCenturyFox,75
Runner Runner,R,91,20thCenturyFox,33
Running Scared,R,121,New Line Cinema,79
Running With Scissors,R,120,Sony,56
Rush,R,123,Universal Pictures,88
Rush Hour,PG-13,98,New Line Cinema,78
Rush Hour 2,PG-13,90,New Line Cinema,74
Rush Hour 3,PG-13,91,New Line Cinema,63
Rushmore,R,93,Touchstone Pictures,91
S. Darko: A Donnie Darko Tale,R,103,20thCenturyFox,18
S.W.A.T.,PG-13,116,Columbia Pictures,52
SLC Punk,R,97,Sony,89
Saban's Power Rangers,PG-13,124,Lionsgate Films,65
Sabrina,G,113,Paramount,89
Sabrina,PG,127,Paramount,64
Sabrina,G,113,Paramount,89
Sabrina,PG,127,Paramount,64
Safe,R,95,Lionsgate Films,59
Safe Haven,PG-13,115,Relativity Media,67
Safe House,R,115,Universal Pictures,63
Safety Not Guaranteed,R,84,FilmDistrict,80
Sahara,PG-13,124,Paramount,53
Salem's Lot,PG,112,Warner Bros.,64
Salmon Fishing in the Yemen,PG-13,111,CBS,64
Salt,PG-13,100,Sony,59
San Andreas,PG-13,114,Warner Bros.,52
Sanctum,R,109,Universal Pictures,37
Saturday Night Fever,R,119,Paramount,71
Sausage Party,R,89,Sony,50
Savages,R,130,Universal Pictures,54
Save the Last Dance,PG-13,108,Paramount,59
Saved!,PG-13,92,MGM,78
Saving Mr. Banks,PG-13,125,Disney,84
Saving Private Ryan,R,169,Dreamworks,95
Saving Silverman,PG-13,90,Columbia Pictures,51
Saw 3D,R,91,Lionsgate Films,42
Saw II,R,93,Lionsgate Films,59
Saw III,R,107,Lionsgate Films,71
Saw IV,R,92,Lionsgate Films,62
Saw V,R,92,Lionsgate Films,52
Saw VI,R,91,Lionsgate Films,55
Say Anything...,PG-13,100,20thCenturyFox,85
Scanners,R,102,Sony,64
Scarface,PG,93,Universal Pictures,86
Scarface,R,170,Universal Pictures,93
Scarface,PG,93,Universal Pictures,86
Scarface,R,170,Universal Pictures,93
Scary Movie,R,88,Dimension Films,43
Scary Movie 2,R,82,Dimension Films,52
Scary Movie 3,PG-13,80,Miramax Films,54
Scary Movie 4,PG-13,83,The Weinstein Company,51
Scary Movie 5,PG-13,85,The Weinstein Company,38
Scent of a Woman,R,157,Universal Pictures,92
Schindler's List,R,195,Universal Pictures,97
School Ties,PG-13,107,Paramount,68
School for Scoundrels,PG-13,100,MGM,52
School of Rock,PG-13,108,Paramount,64
Scooby-Doo,PG,86,Warner Bros.,38
Scooby-Doo 2: Monsters Unleashed,PG,93,Warner Bros.,39
Scooby-Doo on Zombie Island,NR,77,Warner Bros.,78
Scoop,PG-13,96,Focus Features,55
Scott Pilgrim vs. the World,PG-13,112,Universal Pictures,84
Scream,R,111,Miramax Films,79
Scream 2,R,120,Miramax Films,57
Scream 3,R,116,Dimension Films,37
Scream 4,R,112,The Weinstein Company,55
Scrooged,PG-13,101,Paramount,71
Seabiscuit,PG-13,140,Universal Pictures,76
Season of the Witch,PG-13,95,Relativity Media,30
Secondhand Lions,PG,109,New Line Cinema,84
Secret Window,PG-13,95,Columbia Pictures,65
Secretariat,PG,123,Disney,76
Secretary,R,112,Lionsgate Films,82
See No Evil,R,84,Lionsgate Films,50
"See No Evil, Hear No Evil",R,103,Sony,72
See Spot Run,PG,94,Warner Bros.,44
Seed of Chucky,R,86,Focus Features,38
Seeking a Friend for the End of the World,R,101,Focus Features,53
Selena,PG,127,Warner Bros.,77
Selma,PG-13,128,Paramount,86
Semi-Pro,R,91,New Line Cinema,38
Serendipity,PG-13,90,Miramax Films,79
Serenity,PG-13,119,Universal Pictures,91
Serial Mom,R,93,HBO Video,72
Serpico,R,129,Paramount,88
Serving Sara,PG-13,99,Paramount,26
Set It Off,R,120,New Line Cinema,90
Seven Brides for Seven Brothers,G,103,MGM,87
Seven Pounds,PG-13,124,Sony,75
Seven Psychopaths,R,111,CBS,71
Seven Samurai (Shichinin no Samurai),G,208,Columbia Pictures,97
Seven Years in Tibet,PG-13,136,Sony,73
Seventh Son,PG-13,102,Universal Pictures,34
Severance,R,95,Magnolia Pictures,61
Sex Drive,R,108,Summit Entertainment,58
Sex Tape,R,94,Sony,33
Sex and the City,R,145,Warner Bros.,77
Sex and the City 2,R,147,Warner Bros.,43
"Sex, Lies, and Videotape",R,101,Sony,79
Sexy Beast,R,88,20thCenturyFox,85
Sgt. Bilko,PG,94,MCA Universal Home Video,47
Shadow of the Vampire,R,93,Lionsgate Films,74
Shadowboxer,R,93,Freestyle Releasing,38
Shaft,R,98,Paramount,41
Shakespeare in Love,R,122,Miramax Films,80
Shall We Dance,PG-13,106,Miramax Films,57
Shallow Grave,R,92,PolyGram,83
Shallow Hal,PG-13,114,20thCenturyFox,45
Shame,NC17,99,20thCenturyFox,75
Shanghai Knights,PG-13,114,Touchstone Pictures,54
Shanghai Noon,PG-13,110,Buena Vista,65
Shaolin Soccer,PG-13,111,Miramax Films,84
Shark Night 3D,PG-13,91,Relativity Media,22
Shark Tale,PG,90,Dreamworks,49
Shaun of the Dead,R,97,Focus Features,93
She's All That,PG-13,91,Miramax Films,55
She's Out of My League,R,106,Paramount,59
She's the Man,PG-13,105,Dreamworks,79
Sherlock Holmes,PG-13,128,Warner Bros.,77
Sherlock Holmes: A Game of Shadows,PG-13,129,Warner Bros.,77
Sherrybaby,R,95,IFC Films,57
Shine,PG-13,105,New Line Cinema,90
Shine a Light,PG-13,122,Paramount,74
Shoot 'Em Up,R,87,New Line Cinema,65
Shooter,R,126,Paramount,80
Shopgirl,R,116,Touchstone Pictures,58
Short Circuit,PG,98,20thCenturyFox,67
Short Circuit 2,PG,110,Sony,54
Shorts: The Adventures of the Wishing Rock,PG,89,Warner Bros.,32
Showgirls,NC17,131,MGM,37
Showtime,PG-13,95,Warner Bros.,25
Shrek,PG,89,Dreamworks,90
Shrek 2,PG,92,Dreamworks,69
Shrek Forever After,PG,95,Paramount,54
Shrek the Third,PG,93,Dreamworks,52
Shrink,R,104,Roadside Attractions,50
Shutter,PG-13,85,20thCenturyFox,33
Shutter Island,R,138,Paramount,76
Sicario,R,121,Lionsgate Films,85
Sicko,PG-13,113,The Weinstein Company,87
Side Effects,R,105,Open Road Films,70
Sideways,R,126,20thCenturyFox,79
Signs,PG-13,106,Buena Vista,67
Silence,R,161,Paramount,69
Silent Hill,R,119,Sony,63
Silent Hill: Revelation,R,95,Open Road Films,35
Silent House,R,88,Open Road Films,30
Silver Linings Playbook,R,122,The Weinstein Company,86
Simon Birch,PG,113,Buena Vista,77
Simply Irresistible,PG-13,95,20thCenturyFox,54
Sin City,R,124,Dimension Films,78
Sinbad: Legend of the Seven Seas,PG,86,Dreamworks,56
Singin' in the Rain,G,102,MGM,95
Single White Female,R,107,Columbia Pictures,44
Sinister,R,109,Lionsgate Films,61
Sinister 2,R,97,Focus Features,31
Sister Act,PG,100,Buena Vista,65
Sister Act 2: Back in the Habit,PG,106,Buena Vista,61
Sisters,R,118,Universal Pictures,52
"Six Days, Seven Nights",PG-13,101,Disney,36
Sixteen Candles,PG,90,MCA Universal Home Video,85
Skinwalkers,PG-13,93,Lionsgate Films,25
Sky Captain and the World of Tomorrow,PG,107,Paramount,46
Sky High,PG,100,Buena Vista,57
Skyfall,PG-13,143,MGM,86
Skyline,PG-13,94,Rogue Pictures,18
Slackers,R,86,Screen Gems,51
Slap Shot,R,123,MCA Universal Home Video,89
Sleep Dealer,PG-13,89,Maya Releasing,50
Sleeping Beauty,G,75,Buena Vista,80
Sleeping Beauty,NR,101,IFC Films,32
Sleeping Beauty,G,75,Buena Vista,80
Sleeping Beauty,NR,101,IFC Films,32
Sleeping with the Enemy,R,99,20thCenturyFox,61
Sleepover,PG,89,MGM,54
Sleepwalking,R,101,Overture Films,43
Sleepy Hollow,R,105,Paramount,80
Sliding Doors,PG-13,108,Miramax Films,77
Sling Blade,R,136,Miramax Films,92
Slither,R,96,Universal Pictures,63
Slumdog Millionaire,R,116,20thCenturyFox,90
Small Soldiers,PG-13,110,Dreamworks,45
Smart People,R,94,Miramax Films,39
Smokey and the Bandit,PG,100,Universal Pictures,85
Smokey and the Bandit II,PG,101,MCA Universal Home Video,44
Smokin' Aces,R,109,Universal Pictures,62
Smurfs: The Lost Village,PG,91,Sony,54
Snake Eyes,R,99,Paramount,35
Snakes on a Plane,R,105,New Line Cinema,49
Snatch,R,98,Columbia Pictures,93
Sneakers,PG-13,125,Universal Pictures,80
Snitch,PG-13,112,Lionsgate Films,61
Snow Day,PG,89,Paramount,27
Snow Dogs,PG,99,Buena Vista,39
Snow White and the Huntsman,PG-13,127,Universal Pictures,52
Snow White and the Seven Dwarfs,G,80,Disney,78
Snowden,R,134,Open Road Films,70
Snowpiercer,R,125,Radius-TWC,72
So I Married an Axe Murderer,PG-13,93,TriStar Pictures,68
Solaris,PG-13,99,20thCenturyFox,59
Soldier,R,99,Warner Bros.,44
Solo: A Star Wars Story,PG-13,135,Disney,64
Solomon Kane,R,104,Radius-TWC,49
Some Kind of Wonderful,PG-13,94,Paramount,80
Some Like It Hot,G,120,United Artists Pictures,94
Someone Like You,PG-13,97,20thCenturyFox,56
Something Borrowed,PG-13,112,Warner Bros.,48
Something New,PG-13,100,Focus Features,72
Something to Talk About,R,106,Warner Bros.,52
Something's Gotta Give,PG-13,125,Sony,69
Somewhere,R,98,Focus Features,48
Somewhere in Time,PG,103,Universal Pictures,88
Son Of God,PG-13,138,20thCenturyFox,73
Son of Rambow,PG-13,95,Paramount,79
Son of the Mask,PG,95,New Line Cinema,16
Son-in-Law,PG-13,95,Buena Vista,58
Sorority Boys,R,93,Touchstone Pictures,54
Sorority Row,R,101,Summit Entertainment,31
Soul Men,R,100,MGM,58
Soul Plane,R,86,MGM,51
Soul Surfer,PG,106,TriStar Pictures,75
Source Code,PG-13,89,Summit Entertainment,82
"South Park: Bigger, Longer & Uncut",R,80,Paramount,88
Southland Tales,R,144,Samuel Goldwyn Films,41
Southpaw,R,123,The Weinstein Company,75
Space Chimps,G,81,20thCenturyFox,33
Space Cowboys,PG-13,129,Warner Bros.,53
Space Jam,PG,87,Warner Bros.,63
Spaceballs,PG,92,MGM,83
Spanglish,PG-13,130,Sony,60
Spartacus,PG-13,184,Universal Pictures,87
Spawn,PG-13,97,New Line Cinema,36
Special,R,82,Magnet Releasing,63
Species,R,108,MGM,31
Species II,R,93,MGM,18
Spectre,PG-13,148,Sony,61
Speed,R,115,20thCenturyFox,76
Speed 2 - Cruise Control,PG-13,125,20thCenturyFox,16
Speed Racer,PG,135,Warner Bros.,60
Sphere,PG-13,133,Warner Bros.,38
Spice World,PG,92,Sony,45
Spider-Man,PG-13,116,Columbia Pictures,67
Spider-Man 2,PG-13,122,Sony,82
Spider-Man 3,PG-13,133,Sony,51
Spider-Man: Far From Home,PG-13,129,Sony,95
Spider-Man: Homecoming,PG-13,133,Sony,87
Spies Like Us,PG,109,Warner Bros.,56
Spirit - Stallion of the Cimarron,G,83,Dreamworks,77
Spirited Away,PG,125,Disney,96
Splice,R,107,Warner Bros.,37
Split,PG-13,117,Universal Pictures,79
Spotlight,R,128,Open Road Films,93
Spring Breakers,R,94,A24,38
"Spring, Summer, Fall, Winter...and Spring",R,102,Sony,93
Spun,R,101,Newmarket Films LLC,75
Spy,R,115,20thCenturyFox,78
Spy Game,R,127,Universal Pictures,75
Spy Hard,PG-13,80,Hollywood Pictures,31
Spy Kids,PG,88,Dimension Films,46
Spy Kids 2: The Island of Lost Dreams,PG,99,Dimension Films,39
Spy Kids 3-D - Game Over,PG,89,Dimension Films,25
Spy Kids: All the Time in the World in 4D,PG,89,The Weinstein Company,37
St. Elmo's Fire,PG-13,108,Sony,68
St. Vincent,PG-13,103,The Weinstein Company,78
Stand by Me,R,89,MCA Universal Home Video,94
Star Trek,PG-13,126,IMAX,91
Star Trek - Nemesis,PG-13,117,Paramount,49
Star Trek Beyond,PG-13,122,Paramount,80
Star Trek Generations,PG,118,Paramount,57
Star Trek II: The Wrath of Khan,PG,113,Paramount,90
Star Trek III - The Search for Spock,PG,105,Paramount,61
Star Trek IV - The Voyage Home,PG,118,Paramount,81
Star Trek Into Darkness,PG-13,132,Paramount,89
Star Trek V - The Final Frontier,PG,106,Paramount,24
Star Trek VI - The Undiscovered Country,PG,109,Paramount,83
Star Trek: First Contact,PG-13,110,Paramount,89
Star Trek: Insurrection,PG,98,Paramount,44
Star Trek: The Motion Picture,G,132,Paramount,42
Star Wars: Episode I - The Phantom Menace,PG,133,20thCenturyFox,59
Star Wars: Episode II - Attack of the Clones,PG,143,20thCenturyFox,56
Star Wars: Episode III - Revenge of the Sith,PG-13,140,20thCenturyFox,66
Star Wars: Episode IV - A New Hope,PG,121,20thCenturyFox,96
Star Wars: Episode V - The Empire Strikes Back,PG,124,20thCenturyFox,97
Star Wars: Episode VI - Return of the Jedi,PG,133,20thCenturyFox,94
Star Wars: Episode VII - The Force Awakens,PG-13,136,Disney,86
Star Wars: The Clone Wars,PG,98,Warner Bros.,39
Star Wars: The Last Jedi,PG-13,152,Disney,43
Star Wars: The Rise of Skywalker,PG-13,142,Disney,86
Stardust,PG-13,128,Paramount,86
Stargate,PG-13,120,Artisan,73
Starship Troopers,R,129,Sony,70
Starsky & Hutch,PG-13,101,Warner Bros.,49
State of Play,PG-13,127,Universal Pictures,73
Stay,R,98,20thCenturyFox,70
Stay Alive,PG-13,85,Buena Vista,55
Stealth,PG-13,120,Columbia Pictures,40
Steel Magnolias,PG,118,Sony,89
Step Brothers,R,95,Columbia Pictures,69
Step Up,PG-13,98,Buena Vista,83
Step Up 2 the Streets,PG-13,97,Touchstone Pictures,76
Step Up 3,PG-13,106,Touchstone Pictures,64
Step Up Revolution,PG-13,98,Summit Entertainment,68
Step Up: All In,PG-13,112,Lionsgate Films,57
Stephen King's 'Cat's Eye',PG-13,93,Warner Bros.,50
Stephen King's 'Sleepwalkers',R,90,Sony,31
Stephen King's It,NR,192,Warner Bros.,63
Stepmom,PG-13,124,TriStar Pictures,75
Steve Jobs,R,121,Universal Pictures,73
Stick It,PG-13,105,Buena Vista,73
Stigmata,R,103,MGM,63
Still Alice,PG-13,97,Sony,85
Still Smokin',R,91,Paramount,65
Stir of Echoes,R,110,Artisan,70
Stomp the Yard,PG-13,114,Screen Gems,82
Stop! Or My Mom Will Shoot,PG-13,87,MCA Universal Home Video,21
Stop-Loss,R,113,Paramount,26
Strange Brew,R,90,Warner Bros.,81
Strange Wilderness,R,86,Paramount,35
Stranger Than Fiction,PG-13,105,Sony,85
Street Fighter,PG-13,102,MCA Universal Home Video,20
Street Fighter: The Legend of Chun-Li,PG-13,96,20thCenturyFox,18
Street Kings,R,107,20thCenturyFox,58
Strictly Ballroom,PG,92,Miramax Films,87
Striking Distance,R,101,Sony,35
Stripes,R,105,Columbia Pictures,79
Striptease,R,115,Sony,24
Stuart Little,PG,92,Columbia Pictures,41
Stuart Little 2,PG,78,Columbia Pictures,41
Stuck on You,PG-13,118,20thCenturyFox,35
Submarine,R,97,The Weinstein Company,82
Sucker Punch,PG-13,110,IMAX,47
Sudden Death,R,110,MCA Universal Home Video,39
Sugar & Spice,PG-13,81,New Line Cinema,42
Suicide Kings,R,106,Artisan,74
Suicide Squad,PG-13,123,Warner Bros.,59
Sully,PG-13,96,Warner Bros.,84
Summer Catch,PG-13,108,Warner Bros.,41
